IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv,Cluster
12.923,0.071,0.062,0.668,-0.149,0.205,10.338,52.332,0.056,0.14,-1.538,0.116,-0.85,0.056,1.389,0.571,3
13.383,0.098,0.09,3.462,-0.701,0.653,21.08,17.713,0.127,0.1,-1.168,0.211,-0.731,2.235,-0.483,0.749,3
8.646,0.069,0.04,3.155,-1.216,0.258,22.935,23.596,0.109,0.124,-0.635,0.115,-0.429,2.241,0.146,0.63,3
27.813,0.149,0.152,14.575,0.59,0.358,28.13,48.48,0.131,0.202,-0.179,0.305,-0.625,3.344,1.223,0.687,3
29.497,0.153,0.119,1.68,0.265,1.862,23.495,54.045,0.146,0.233,-1.332,0.167,0.038,1.441,1.148,1.318,3
26.959,0.148,0.11,24.939,0.61,1.09,21.389,37.062,0.212,0.258,0.7,0.283,-0.586,2.134,0.808,0.654,3
31.183,0.223,0.122,15.434,0.468,0.439,35.667,52.703,0.318,0.3195,-0.179,0.315,-0.899,4.707,1.232,1.022,3
20.585,0.17,0.1,7.937,-0.045,0.004,29.884,36.083,0.259,0.205,-0.371,0.228,-0.651,3.677,0.658,0.875,3
22.84,0.112,0.07,10.038,0.087,0.628,26.758,38.918,0.263,0.306,0.132,0.134,-1.483,3.522,1.313,1.986,3
11.243,0.048,0.036,4.966,-0.428,0.609,13.697,45.914,0.066,0.128,-0.324,0.073,-1.773,1.195,0.76,1.487,3
27.994,0.17,0.137,18.058,0.943,0.397,15.432,48.923,0.299,0.357,0.634,0.167,-0.627,1.002,1.04,1.153,3
20.611,0.152,0.088,22.477,-0.48,0.839,25.637,24.877,0.194,0.267,0.427,0.309,-1.614,3.35,0.292,0.521,3
8.423,0.051,0.046,0.997,-0.748,0.043,18.584,35.214,0.034,0.095,-1.127,0.067,-0.359,1.287,0.394,1.24,3
12.743,0.082,0.052,5.66,-0.476,0.7,23.867,26.331,0.168,0.096,-0.401,0.176,0.355,0.497,0.395,0.477,3
12.602,0.089,0.067,5.035,-0.55,0.484,14.884,35.435,0.1,0.188,-0.366,0.127,-1.249,1.344,0.51,1.083,3
16.797,0.113,0.077,5.548,-0.483,0.955,20.939,34.533,0.228,0.097,-0.409,0.174,-0.917,2.35,0.368,1.223,3
17.061,0.099,0.07,6.946,-0.416,0.999,21.338,39.128,0.151,0.25,-0.171,0.148,-0.544,2.087,0.673,1.101,3
17.092,0.062,0.051,6.107,0.641,0.537,21.178,50.097,0.069,0.325,-0.369,0.182,-0.448,1.94,1.555,-0.357,3
17.536,0.089,0.076,18.089,-0.045,0.513,11.342,48.78,0.115,0.159,-0.249,0.351,-0.274,-0.686,1.08,1.054,3
28.109,0.202,0.132,10.317,1.305,0.103,27.068,27.099,0.208,0.377,-0.542,0.285,-0.206,2.626,0.182,0.881,3
30.563,0.176,0.131,33.248,0.496,-0.172,26.825,60.921,0.359,0.172,1.385,0.112,-0.309,2.759,1.456,1.119,3
15.719,0.128,0.1,5.43,-0.399,0.136,26.934,19.805,0.111,0.216,-0.623,0.21,-0.423,2.923,-0.339,0.818,3
22.247,0.15,0.098,14.964,1.01,0.401,4.793,34.768,0.253,0.227,0.168,0.255,-0.889,-1.681,0.951,0.03,3
15.1,0.081,0.069,4.559,-0.509,-0.044,33.913,40.407,0.119,0.071,-0.674,0.195,1.074,-0.185,1.129,0.141,3
21.263,0.08,0.071,3.958,1.327,1.002,18.13,34.286,0.078,0.341,-0.459,0.074,-0.825,1.752,0.609,0.814,3
17.07,0.153,0.091,5.774,-0.208,0.338,23.05,26.609,0.297,0.214,-0.428,0.186,-0.443,2.282,0.034,1.026,3
25.512,0.157,0.135,19.122,0.447,0.054,17.727,53.396,0.242,0.158,-0.015,0.337,0.241,-0.656,1.593,-0.015,3
11.063,0.098,0.056,2.182,-0.951,0.579,22.038,19.54,0.146,0.167,-1.023,0.16,-1.388,2.724,-0.173,0.639,3
20.83,0.117,0.091,8.452,0.112,0.964,23.662,39.652,0.084,0.342,0.003,0.124,-0.41,2.35,0.523,1.393,3
19.791,0.112,0.094,15.208,0.131,-0.33,31.453,40.377,0.146,0.229,-0.629,0.348,0.453,1.759,1.046,0.392,3
11.564,0.079,0.076,2.186,-0.505,-0.161,21.081,33.661,0.066,0.121,-1.598,0.194,0.195,0.437,0.768,0.431,3
17.612,0.091,0.064,2.299,-0.185,0.294,22.342,43.473,0.12,0.25,-0.776,0.094,-0.962,2.621,1.223,1.978,3
21.988,0.18,0.116,10.632,-0.434,0.826,31.5,16.026,0.227,0.288,-0.517,0.287,-0.188,3.336,-0.384,0.513,3
33.695,0.19,0.128,7.993,0.697,1.476,30.936,53.274,0.275,0.35,-0.264,0.211,-1.579,4.225,0.826,1.982,3
14.174,0.115,0.087,7.047,-0.404,0.57,10.92,26.231,0.107,0.161,-0.454,0.222,-0.351,-0.603,0.602,-0.002,3
15.074,0.12,0.082,5.788,-0.662,0.455,28.759,19.142,0.183,0.111,-0.777,0.233,-0.029,2.583,-0.409,0.817,3
12.799,0.069,0.057,2.244,-0.041,0.219,24.299,36.929,0.045,0.127,-0.931,0.147,0.337,0.661,0.956,0.277,3
7.475,0.046,0.042,2.647,-1.005,-0.069,19.936,31.43,0.028,0.202,-0.667,0.057,-0.372,1.588,0.182,1.231,3
8.59,0.042,0.028,5.32,-1.178,0.218,15.265,42.767,0.051,0.13,-0.277,0.065,-1.311,1.54,0.645,1.434,3
22.388,0.122,0.133,1.205,-0.062,0.933,19.975,48.432,0.061,0.129,-1.967,0.168,-0.362,1.578,1.146,0.875,3
25.518,0.148,0.11,13.939,0.532,0.709,14.429,58.438,0.205,0.278,-0.04,0.277,-1.43,1.298,1.807,-0.217,3
19.165,0.086,0.064,14.965,-0.118,-1.004,33.315,61.492,0.073,0.144,0.048,0.277,1.085,-0.405,2.096,-1.154,3
26.3,0.114,0.116,19.432,0.601,1.555,13.098,36.267,0.171,0.125,0.135,0.322,-0.178,-0.443,0.529,1.116,3
29.289,0.176,0.158,12.375,1.148,0.561,22.612,34.831,0.203,0.243,-0.161,0.273,0.088,1.118,0.954,0.029,3
10.894,0.073,0.059,2.273,-1.572,0.576,24.923,25.304,0.058,0.12,-0.99,0.159,-0.877,3.006,-0.114,1.074,3
21.017,0.136,0.111,21.72,0.317,0.28,11.879,38.491,0.16,0.154,0.124,0.347,-1.081,0.602,0.93,0.499,3
15.548,0.055,0.054,1.093,-0.053,0.908,17.993,54.307,0.099,0.178,-1.118,0.083,-0.912,1.794,1.097,1.457,3
26.621,0.14,0.11,19.966,0.995,1.093,4.188,40.997,0.197,0.175,0.199,0.318,-0.5,-3.546,1.012,0.547,3
16.764,0.126,0.08,3.472,-0.38,0.876,14.232,38.971,0.177,0.234,-0.59,0.122,-1.878,1.312,0.548,1.297,3
30.699,0.222,0.146,14.002,0.825,0.602,30.45,34.405,0.251,0.35,0.296,0.204,-1.195,4.077,0.048,1.644,3
16.898,0.109,0.098,13.379,0.123,0.114,15.984,33.648,0.075,0.188,0.16,0.23,-0.822,1.328,0.764,0.441,3
29.587,0.171,0.113,12.184,0.256,1.214,30.848,52.692,0.241,0.292,0.198,0.191,-0.59,3.775,0.839,1.905,3
32.546,0.171,0.115,23.748,0.098,0.684,45.884,55.815,0.248,0.26,0.356,0.336,-1.597,4.394,1.056,1.685,3
19.957,0.138,0.107,7.585,0.462,-0.114,8.135,50.668,0.141,0.207,-0.189,0.183,-0.812,-0.595,1.211,0.903,3
24.315,0.162,0.132,13.929,0.005,0.914,27.002,27.755,0.201,0.177,0.387,0.157,-0.153,2.534,0.093,1.054,3
14.895,0.106,0.072,10.785,-0.404,0.168,26.876,28.812,0.13,0.226,0.029,0.208,-1.207,3.481,-0.045,1.278,3
16.671,0.114,0.101,5.88,0.14,0.362,9.424,36.839,0.162,0.148,-0.738,0.231,-0.084,-2.251,0.988,0.173,3
14.207,0.081,0.051,11.081,-0.566,0.756,26.304,29.238,0.105,0.133,-0.781,0.311,-0.938,3.263,0.434,0.679,3
17.209,0.112,0.076,5.099,-0.084,0.381,18.819,50.177,0.164,0.296,-0.345,0.114,-1.311,2.206,0.669,2.042,3
12.892,0.082,0.071,7.864,-0.477,0.336,22.362,28.442,0.139,0.124,-0.377,0.227,-0.255,1.851,0.215,0.946,3
12.285,0.082,0.053,0.708,-0.5,0.032,27.056,38.62,0.104,0.114,-1.636,0.129,0.043,2.105,0.785,0.841,3
21.183,0.109,0.106,11.604,0.875,-0.404,1.504,54.917,0.113,0.169,0.071,0.216,-1.203,-3.375,1.775,-0.818,3
11.439,0.096,0.077,3.196,-0.707,-0.276,9.897,39.981,0.1,0.157,-0.872,0.18,-0.545,-0.496,0.806,0.909,3
26.309,0.149,0.13,19.56,0.64,0.991,10.02,41.913,0.196,0.194,0.074,0.331,-0.952,0.067,0.809,1.066,3
22.467,0.161,0.113,8.19,-0.172,1.023,23.855,33.098,0.255,0.243,-0.156,0.192,-0.945,2.865,0.332,1.163,3
19.088,0.097,0.122,4.403,0.526,0.18,31.836,17.464,0.098,0.1,-0.562,0.169,0.054,2.924,-0.256,0.53,3
24.212,0.197,0.094,5.495,0.221,0.85,14.69,53.545,0.413,0.265,-0.28,0.102,-1.101,1.242,1.025,1.565,3
23.182,0.118,0.074,15.043,0.964,0.528,19.498,50.814,0.172,0.349,0.435,0.172,-1.15,2.194,1.143,1.082,3
16.84,0.094,0.084,20.602,-0.046,-0.049,7.401,47.847,0.095,0.167,-0.045,0.356,-0.468,-1.515,1.108,0.915,3
17.289,0.113,0.093,6.414,0.441,0.05,28.536,19.891,0.109,0.159,-0.25,0.158,-0.106,2.7,-0.085,0.578,3
19.725,0.108,0.085,11.663,-0.761,-0.757,40.44,50.434,0.154,0.116,-0.194,0.266,1.396,0.163,1.638,-1.097,3
7.038,0.064,0.045,0.768,-0.802,-0.518,13.099,33.238,0.08,0.133,-1.316,0.095,-1.099,0.889,0.583,0.774,3
26.993,0.163,0.102,17.416,-0.026,0.574,37.303,51.264,0.306,0.305,0.509,0.209,-1.284,5.01,0.876,1.693,3
11.471,0.074,0.054,0.675,-0.659,0.777,15.945,33.458,0.058,0.193,-1.388,0.097,-1.053,1.478,0.082,1.519,3
24.325,0.198,0.117,12.077,0.407,0.335,25.243,34.569,0.262,0.203,-0.013,0.243,-1.153,3.178,0.523,0.988,3
18.904,0.116,0.099,12.887,-0.891,0.513,30.477,35.392,0.141,0.151,-0.211,0.286,0.558,1.203,0.822,0.466,3
19.751,0.099,0.073,7.623,-0.496,-0.246,32.62,40.9525,0.109,0.13,-0.363,0.22,0.916,0.233,1.4,-1.559,3
19.071,0.092,0.082,22.087,-0.029,-0.365,10.44,45.794,0.135,0.103,0.481,0.293,-1.442,0.414,1.69,0.75,3
30.92,0.172,0.123,21.352,0.539,1.079,29.934,47.662,0.258,0.183,0.617,0.251,-0.789,3.79,1.04,1.054,3
15.232,0.093,0.098,8.208,0.087,-0.256,8.139,42.847,0.121,0.106,-0.402,0.237,-0.779,-0.636,1.222,0.111,3
17.062,0.127,0.088,1.353,-0.109,0.746,21.7,30.132,0.106,0.295,-1.404,0.157,-0.661,2.285,-0.032,1.37,3
32.987,0.226,0.163,8.491,0.631,1.244,29.729,35.646,0.276,0.379,-0.135,0.195,-1.749,4.046,0.044,1.763,3
14.375,0.085,0.073,15.947,-0.707,0.48,11.929,40.299,0.112,0.124,0.25,0.253,-0.728,0.323,0.978,0.559,3
22.5,0.164,0.094,9.9,-0.261,0.639,29.68,44.286,0.205,0.326,-0.678,0.29,-1.397,4.001,1.035,0.788,3
21.244,0.12,0.111,11.798,0.215,0.542,8.178,53.398,0.152,0.143,-0.092,0.252,-1.522,-0.148,1.275,0.969,3
18.923,0.175,0.083,4.283,-0.216,0.587,24.109,32.683,0.261,0.309,-0.521,0.151,-0.953,2.91,0.459,0.933,3
22.237,0.161,0.096,9.855,0.183,0.695,25.344,38.576,0.256,0.32,0.077,0.162,-0.919,3.096,0.347,1.584,3
22.361,0.121,0.076,26.644,0.059,0.77,22.621,46.222,0.28,0.21,0.539,0.336,-0.936,2.663,1.071,0.866,3
17.022,0.103,0.068,12.757,0.248,0.965,12.834,28.001,0.128,0.146,-0.198,0.283,-0.25,-0.312,0.073,1.097,3
25.218,0.194,0.127,17.571,-0.317,0.851,32.664,21.334,0.291,0.217,0.044,0.312,-0.572,4.051,-0.128,0.753,3
17.486,0.118,0.094,7.757,0.012,-0.105,28.938,32.299,0.154,0.149,-0.629,0.254,0.199,2.063,0.77,0.278,3
31.373,0.19,0.142,8.282,0.591,0.956,24.531,60.512,0.292,0.236,-0.061,0.161,-1.099,3.051,1.156,1.856,3
15.439,0.105,0.072,3.965,-0.37,0.467,21.065,42.774,0.22,0.248,-0.482,0.099,-1.463,2.576,0.391,1.887,3
25.251,0.145,0.117,25.129,0.495,0.713,23.324,34.649,0.203,0.157,0.034,0.393,-0.519,2.435,0.879,0.234,3
11.484,0.092,0.06,2.2,-0.053,0.165,14.322,29.93,0.116,0.193,-0.837,0.112,-1.846,1.33,-0.12,1.443,3
15.885,0.099,0.079,1.633,-0.257,0.385,23.695,43.171,0.111,0.191,-1.077,0.135,-0.758,2.723,0.85,1.089,3
20.358,0.121,0.125,9.095,-0.309,0.699,29.262,26.672,0.111,0.154,-0.108,0.203,-0.395,3.27,0.044,1.022,3
30.691,0.22,0.136,12.006,0.48,0.795,27.784,50.64,0.362,0.275,-0.005,0.24,-0.888,3.491,0.939,1.5,3
14.943,0.118,0.082,13.533,-0.285,0.177,22.437,20.942,0.116,0.238,-0.115,0.283,-0.688,2.451,0.131,0.391,3
24.958,0.13,0.087,32.448,0.13,1.071,12.722,50.555,0.204,0.172,0.806,0.349,-0.877,0.66,1.424,0.269,3
13.097,0.064,0.048,2.4,-0.603,0.179,27.353,49.033,0.092,0.122,-0.797,0.116,-0.264,2.776,0.804,1.651,3
14.891,0.122,0.069,9.206,-0.304,0.735,20.142,19.882,0.181,0.141,-0.303,0.241,-0.115,1.11,-0.73,1.081,3
11.527,0.106,0.065,5.073,-1.043,0.277,24.032,18.082,0.174,0.1,-0.577,0.194,-1.043,2.936,-0.626,0.871,3
21.71,0.153,0.119,21.061,0.06,0.599,14.564,32.307,0.185,0.197,-0.083,0.365,-0.851,1.041,0.662,0.531,3
11.901,0.018,0.017,2.13,-0.649,0.623,27.961,46.557,0.055,0.056,-0.807,0.087,0.197,1.894,0.742,1.573,3
14.283,0.08,0.051,4.054,-0.942,0.976,29.539,28.839,0.11,0.132,-0.703,0.184,0.344,1.739,0.565,0.399,3
12.365,0.079,0.077,4.176,-0.288,0.478,13.872,30.199,0.119,0.132,-0.537,0.151,-1.309,1.154,0.367,0.871,3
21.017,0.077,0.075,10.79,-0.487,-1.25,18.2695,58.972,0.088,0.128,-0.399,0.278,0.3205,-3.073,1.956,-1.043,3
16.647,0.08,0.068,4.677,-0.456,0.831,25.214,45.981,0.112,0.187,-0.383,0.103,-1.806,3.287,0.523,1.941,3
30.256,0.13,0.111,26.164,0.635,0.065,30.319,26.178,0.151,0.352,1.07,0.142,-1.608,4.14,2.198,0.871,3
29.69,0.117,0.078,9.005,1.267,0.993,32.778,58.921,0.255,0.172,-0.285,0.235,-0.898,4.304,1.645,0.426,3
24.95,0.113,0.164,12.419,0.545,0.706,13.185,45.173,0.057,0.154,-0.295,0.289,0.14,-1.779,0.932,1.079,3
27.452,0.123,0.069,19.129,-0.278,1.567,32.886,57.03,0.286,0.353,0.605,0.213,-1.083,4.405,0.941,2.068,3
19.493,0.155,0.106,14.486,-0.455,0.948,18.153,21.035,0.194,0.174,-0.287,0.315,-1.582,2.054,0.021,0.555,3
19.594,0.202,0.115,6.774,-0.452,-0.089,20.273,35.43,0.295,0.24,-0.359,0.199,-0.686,2.043,0.296,1.397,3
10.995,0.066,0.053,0.591,-0.732,0.879,13.94,32.194,0.062,0.113,-1.598,0.113,-0.783,0.849,0.205,1.263,3
23.325,0.129,0.076,14.576,-0.339,0.894,43.722,33.233,0.169,0.281,0.13,0.257,-1.287,3.5645,0.385,1.099,3
23.184,0.171,0.101,12.405,-0.021,0.875,25.443,36.482,0.273,0.303,-0.05,0.255,-0.7,2.96,0.296,1.489,3
22.604,0.088,0.066,3.604,-0.735,1.293,26.164,53.7835,0.094,0.24,-0.519,0.079,-1.721,3.446,1.405,1.908,3
22.573,0.168,0.11,25.722,0.168,0.36,12.148,38.486,0.237,0.224,0.835,0.258,-0.641,0.269,1.048,0.176,3
13.625,0.077,0.073,2.874,0.122,0.243,13.293,41.113,0.08,0.204,-0.672,0.106,-0.569,0.445,0.836,0.938,3
24.171,0.149,0.103,22.568,0.864,0.008,3.628,51.231,0.208,0.193,0.268,0.337,-0.751,-2.656,1.506,0.044,3
18.583,0.128,0.075,23.235,0.199,0.043,22.133,33.218,0.169,0.214,0.907,0.172,0.071,1.058,0.796,0.301,3
7.992,0.012,0.01,1.364,-0.787,0.221,20.596,43.375,0.006,0.046,-0.982,0.051,-0.952,2.307,0.328,2.039,3
20.871,0.161,0.122,8.347,0.262,0.216,29.65,17.991,0.226,0.191,-0.398,0.239,-0.667,3.651,-0.407,0.715,3
28.591,0.201,0.138,8.787,1.046,0.356,26.44,37.325,0.343,0.362,-0.191,0.215,-1.486,3.472,0.163,1.753,3
28.832,0.153,0.118,1.99,-0.092,1.593,32.275,52.206,0.143,0.299,-0.917,0.122,-1.27,4.373,0.745,2.077,3
17.299,0.089,0.087,9.842,0.379,1.005,9.185,26.302,0.093,0.138,-0.58,0.282,-0.324,-1.269,0.186,0.81,3
18.349,0.122,0.079,13.555,-0.671,-0.526,33.278,16.44,0.185,0.241,-0.225,0.296,0.414,4.594,-0.435,0.597,3
23.454,0.186,0.145,11.218,0.728,0.348,10.16,24.986,0.28,0.234,-0.284,0.271,-0.941,0.093,0.271,0.568,3
21.238,0.17,0.152,5.742,0.35,0.246,21.266,16.843,0.197,0.194,-0.597,0.214,-0.844,2.359,-0.238,0.455,3
9.415,0.065,0.041,5.051,-0.663,0.16,18.921,32.868,0.1,0.145,-0.477,0.173,-0.722,1.822,-0.122,1.697,3
22.963,0.171,0.121,18.103,0.223,0.248,23.27,33.421,0.213,0.197,0.238,0.288,0.128,1.146,0.59,0.777,3
10.128,0.029,0.023,0.08,-2.118,0.315,22.027,53.794,0.011,0.062,-1.989,0.056,-0.329,1.924,1.091,1.427,3
15.491,0.087,0.085,11.004,0.011,-0.102,25.143,32.91,0.094,0.1,-0.174,0.253,0.361,0.769,0.705,0.498,3
24.142,0.159,0.116,7.826,0.193,0.78,26.61,42.006,0.236,0.195,-0.366,0.225,-0.398,2.841,0.757,1.178,3
7.351,0.04,0.028,0.455,-0.855,0.369,13.896,33.943,0.051,0.135,-1.539,0.089,-1.047,1.027,0.228,1.373,3
19.188,0.12,0.097,12.86,-0.126,0.972,25.469,18.056,0.156,0.153,-0.487,0.313,-0.288,2.5,-0.415,0.726,3
12.658,0.093,0.059,11.934,-0.552,-0.114,21.58,34.597,0.171,0.142,0.224,0.171,-0.386,1.929,0.388,1.201,3
26.008,0.095,0.093,15.765,-0.348,-0.599,25.05,61.748,0.065,0.129,-0.07,0.306,0.4645,-0.38,2.145,-1.688,3
14.984,0.124,0.081,7.56,-0.804,0.613,23.842,21.22,0.169,0.208,-0.848,0.267,-0.887,2.837,-0.145,0.759,3
24.314,0.148,0.086,12.897,0.116,0.328,34.17,54.665,0.177,0.359,-0.007,0.255,-1.259,4.628,1.032,1.642,3
15.753,0.114,0.115,4.574,-0.153,-0.542,5.217,45.037,0.12,0.132,-0.474,0.151,-0.706,-1.856,1.386,-0.314,3
22.517,0.138,0.088,15.508,0.023,1.038,18.417,46.292,0.303,0.303,0.511,0.135,-1.113,1.986,0.63,1.779,3
14.244,0.1,0.073,11.525,-0.082,0.007,13.231,38.057,0.103,0.21,-0.372,0.285,-0.55,0.402,1.155,-0.322,3
12.932,0.077,0.052,15.46,-0.95,0.636,14.651,37.367,0.116,0.164,0.466,0.171,-1.039,1.199,0.654,0.988,3
15.678,0.098,0.06,27.159,0.004,-0.727,19.644,38.572,0.171,0.213,1.128,0.107,-0.263,2.367,0.848,0.7,3
25.38,0.157,0.156,12.424,1.114,0.29,7.768,32.124,0.118,0.226,-0.307,0.29,-0.9,-0.605,0.524,0.785,3
16.052,0.074,0.043,4.289,-1.551,1.052,27.39,50.634,0.112,0.113,-0.45,0.114,-0.502,3.092,0.712,1.991,3
17.257,0.107,0.088,5.378,-0.198,0.498,18.754,45.899,0.138,0.191,-0.286,0.094,-1.449,2.136,0.419,1.6475,3
32.463,0.16,0.132,4.816,0.47,1.071,37.221,51.1185,0.232,0.266,-0.454,0.157,-0.624,4.749,1.242,1.943,3
17.238,0.092,0.088,17.794,-0.38,0.124,4.397,55.742,0.122,0.136,0.19,0.292,-1.837,-1.28,1.726,-0.259,3
11.553,0.074,0.083,1.41,-0.309,-0.196,3.454,42.447,0.061,0.112,-1.404,0.16,-0.876,-2.402,0.933,0.851,3
23.165,0.115,0.096,4.053,0.022,1.924,18.049,37.467,0.133,0.25,-0.625,0.17,-0.534,1.448,0.818,0.668,3
22.403,0.11,0.089,3.582,-0.202,0.497,30.935,51.1185,0.121,0.207,-0.614,0.144,-0.853,3.998,1.141,1.797,3
20.253,0.158,0.094,8.552,-0.072,0.375,28.714,34.861,0.243,0.343,-0.662,0.27,-1.236,3.803,0.21,1.474,3
24.082,0.165,0.102,7.025,0.599,0.435,26.24,45.524,0.285,0.328,-0.179,0.157,-1.299,3.397,0.594,1.776,3
14.429,0.128,0.072,6.676,-0.065,0.227,25.984,14.346,0.239,0.246,-0.275,0.177,-0.754,3.094,-0.736,0.61,3
26.658,0.152,0.078,9.261,-0.265,0.821,36.685,51.1185,0.366,0.285,-0.019,0.181,-0.981,4.852,1.13,1.797,3
16.67,0.073,0.053,1.822,-0.444,1.25,16.685,52.273,0.14,0.197,-0.892,0.09,-0.737,1.394,0.714,1.817,3
19.746,0.131,0.1,14.036,-0.186,-0.69,30.244,44.382,0.194,0.181,-0.722,0.341,0.249,2.152,0.925,1.025,3
20.398,0.072,0.056,9.805,-0.67,0.958,34.548,59.324,0.175,0.208,0.146,0.085,-0.86,4.541,1.089,1.919,3
23.052,0.127,0.119,12.446,-0.463,1.369,24.532,30.795,0.173,0.141,0.036,0.239,0.148,1.348,0.533,0.647,3
20.8,0.131,0.085,7.403,-0.628,0.341,27.79,26.014,0.2,0.188,-0.305,0.205,0.646,4.0,-0.01,1.023,3
22.985,0.135,0.071,2.165,0.108,0.876,34.306,52.247,0.245,0.357,-0.841,0.11,-1.334,4.666,0.733,1.797,3
9.124,0.056,0.049,0.251,-1.097,-0.058,23.803,36.188,0.044,0.124,-1.992,0.095,-0.81,2.784,0.542,1.09,3
13.713,0.035,0.029,0.014,-1.628,0.694,25.399,53.7835,0.021,0.066,-0.6365000000000001,0.043,-0.989,3.138,1.077,1.908,3
15.632,0.1,0.07,8.883,-0.128,0.386,32.697,19.365,0.133,0.213,-0.771,0.282,-0.225,3.602,-0.572,0.945,3
