IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv,Cluster
20.6835,0.327,0.121,19.924,1.003,0.339,25.511,50.015,0.302,0.386,1.092,0.511,0.553,0.077,1.088,1.134,1
29.515,0.176,0.166,39.788,0.322,0.593,8.761,43.084,0.265,0.15,0.687,0.439,-1.319,-0.054,1.34,-0.397,1
18.994,0.142,0.1315,54.767,1.809,1.273,11.318,9.206,0.1855,0.151,0.767,0.535,-0.076,-1.422,-0.357,-0.415,1
35.976,0.25,0.208,38.933,0.597,0.748,23.159,25.272,0.318,0.252,0.432,0.467,0.206,0.871,0.657,-0.351,1
47.722,0.312,0.1325,41.735,1.527,0.631,19.77,37.57,0.422,0.333,0.358,0.496,-1.547,2.351,0.811,0.693,1
34.105,0.216,0.161,37.532,0.931,0.598,26.201,33.774,0.21,0.273,0.911,0.38,-0.189,2.459,0.736,0.516,1
34.11,0.235,0.178,17.354,1.292,1.184,15.541,19.524,0.287,0.329,0.271,0.271,-0.856,1.261,0.208,0.093,1
41.459,0.309,0.172,11.043,0.981,1.298,38.087,36.816,0.288,0.2915,-0.161,0.251,-1.003,5.026,-0.273,1.81,1
32.397,0.196,0.132,22.951,-0.057,1.334,41.459,31.275,0.291,0.203,0.034,0.371,-0.233,4.899,0.391,0.923,1
39.313,0.273,0.23,24.459,1.054,0.258,9.207,11.347,0.428,0.265,1.509,0.465,-0.213,-1.672,-0.33,-0.084,1
30.831,0.164,0.088,27.976,0.55,0.998,29.212,59.536,0.339,0.393,0.906,0.272,-0.731,3.627,1.256,1.506,1
25.845,0.201,0.158,23.122,0.636,0.185,20.096,15.919,0.253,0.311,0.155,0.358,0.018,0.762,-0.005,0.032,1
39.758,0.231,0.174,39.989,1.052,1.592,21.182,31.679,0.326,0.325,0.869,0.411,-1.114,2.508,0.005,1.461,1
33.353,0.217,0.18,16.996,0.45,0.568,38.352,37.852,0.199,0.306,-0.637,0.368,-0.164,4.405,0.757,0.839,1
26.499,0.164,0.133,28.848,0.311,0.439,17.631,46.327,0.19,0.228,0.097,0.42,-0.251,0.868,1.247,0.412,1
49.062,0.315,0.233,50.631,0.825,1.617,13.485,48.158,0.422,0.32,1.146,0.452,-0.774,0.738,1.149,0.843,1
45.649,0.284,0.22,53.256,1.419,0.778,20.303,38.684,0.376,0.307,1.296,0.444,-0.434,1.747,0.781,0.855,1
33.393,0.202,0.184,26.396,1.13,0.716,15.235,36.748,0.254,0.24,0.6,0.323,0.13,-0.924,0.703,0.849,1
32.164,0.239,0.178,38.437,0.66,0.003,30.298,15.209,0.357,0.245,0.806,0.409,0.599,1.002,0.005,-0.081,1
40.216,0.262,0.223,31.019,0.358,0.179,31.123,61.442,0.32,0.214,0.797,0.336,0.54,1.404,2.118,-1.469,1
27.531,0.176,0.144,26.846,0.752,0.784,9.943,31.559,0.323,0.134,0.578,0.332,-0.738,-0.177,0.937,-0.447,1
41.866,0.279,0.198,41.786,0.745,1.767,15.348,30.83,0.389,0.25,1.164,0.366,-0.445,0.728,0.879,-0.305,1
20.116,0.1245,0.229,18.984,0.97,0.337,21.303,27.7935,0.337,0.156,1.319,0.346,-1.068,2.508,2.134,0.819,1
30.366,0.175,0.137,23.528,0.404,1.214,29.341,33.927,0.228,0.193,-0.12,0.393,-0.701,3.62,0.574,0.849,1
42.136,0.27,0.21,46.253,0.971,0.925,17.496,46.342,0.363,0.255,1.021,0.439,0.219,-0.622,1.408,-0.215,1
24.525,0.311,0.147,47.426,1.061,0.974,23.948,60.065,0.337,0.353,1.327,0.384,-0.384,2.364,1.8,0.053,1
41.306,0.261,0.144,21.2115,0.756,1.377,32.006,25.108,0.373,0.294,1.558,0.437,-0.145,3.339,0.479,0.173,1
33.254,0.182,0.187,26.487,1.254,0.606,10.258,42.561,0.175,0.217,-0.022,0.411,-0.206,-1.282,1.134,0.37,1
44.002,0.288,0.203,20.778,0.698,1.332,46.924,31.374,0.317,0.394,0.292,0.313,-0.888,4.394,0.377,0.952,1
39.091,0.195,0.17,15.252,1.203,1.857,22.517,50.866,0.283,0.248,0.317,0.225,-0.622,2.397,1.639,-0.898,1
48.991,0.328,0.23,44.609,1.489,1.199,7.985,44.022,0.423,0.356,0.747,0.471,-0.577,-1.029,1.369,-0.415,1
42.389,0.245,0.219,29.962,1.226,1.691,11.831,37.224,0.27,0.281,0.513,0.375,-0.595,0.121,0.442,1.323,1
36.522,0.246,0.162,28.037,1.728,0.264,33.102,12.572,0.334,0.25,0.377,0.377,-0.257,3.735,-1.174,0.629,1
27.16,0.196,0.163,14.694,0.746,0.356,10.649,39.309,0.238,0.236,0.094,0.266,-0.017,-2.025,1.138,-0.032,1
29.976,0.208,0.155,22.943,0.929,-0.071,5.032,53.41,0.254,0.324,0.158,0.356,-1.405,-1.135,1.493,0.346,1
22.912,0.158,0.098,32.722,0.23,0.123,26.119,28.416,0.321,0.254,1.241,0.223,-0.203,2.469,0.259,0.889,1
43.287,0.243,0.22,31.087,1.249,0.684,26.579,58.594,0.27,0.27,0.642,0.365,-0.255,2.622,1.854,-0.423,1
37.526,0.223,0.225,32.525,1.354,0.239,13.361,40.258,0.253,0.277,0.889,0.333,-0.579,0.48,1.001,0.505,1
22.221,0.186,0.104,21.206,0.494,0.386,18.3,20.952,0.228,0.305,0.287,0.318,-0.805,1.772,-0.6,1.097,1
32.793,0.224,0.176,30.985,0.688,0.916,11.108,37.086,0.289,0.293,0.418,0.4,-0.808,0.208,0.724,0.838,1
40.348,0.21,0.155,34.695,0.718,1.013,35.869,43.234,0.241,0.342,1.119,0.299,-1.629,4.394,0.68,1.41,1
28.672,0.23,0.143,16.257,0.434,0.619,26.626,32.792,0.318,0.279,0.326,0.241,-0.968,3.338,0.171,1.356,1
31.673,0.247,0.192,24.137,0.932,0.612,13.569,17.269,0.265,0.353,0.274,0.353,-0.902,0.869,0.035,0.14,1
20.859,0.153,0.092,37.72,0.427,0.256,16.494,13.447,0.327,0.289,1.025,0.357,-0.809,1.424,-0.181,-0.011,1
35.134,0.205,0.162,27.559,1.358,-0.111,24.266,53.596,0.225,0.1905,1.084,0.189,-1.035,2.975,1.269,1.004,1
16.785,0.117,0.1075,20.765,1.189,0.393,16.638,60.525,0.1455,0.367,1.948,0.531,-1.557,1.761,1.345,1.375,1
40.731,0.245,0.187,31.949,1.247,1.237,13.823,50.479,0.331,0.231,0.403,0.411,0.112,-1.341,1.084,1.177,1
32.587,0.227,0.203,28.389,0.77,0.428,29.739,9.03,0.256,0.283,0.591,0.346,0.43,1.509,-1.131,0.256,1
28.718,0.201,0.132,21.294,0.888,0.179,20.415,44.745,0.287,0.325,0.495,0.28,-1.115,2.353,1.057,0.775,1
39.514,0.317,0.226,36.313,1.08,0.257,17.491,23.526,0.073,0.309,0.693,0.408,-0.561,1.361,0.351,0.271,1
32.295,0.201,0.154,35.476,0.642,0.239,25.922,47.891,0.284,0.215,0.908,0.36,-0.158,2.336,1.253,0.546,1
21.042,0.155,0.1355,19.4915,1.66,0.575,11.07,35.696,0.198,0.409,1.414,0.465,-1.016,0.376,0.749,0.663,1
42.828,0.297,0.102,34.27,0.626,1.19,23.618,22.206,0.315,0.378,0.184,0.458,-0.356,2.263,0.22,0.374,1
43.299,0.255,0.148,24.459,1.197,0.4,18.401,7.894,0.316,0.271,1.26,0.513,0.445,-1.594,-1.357,0.198,1
23.811,0.216,0.152,29.439,0.081,-0.049,13.069,16.548,0.387,0.125,0.311,0.4,0.206,-2.307,-0.087,0.238,1
40.054,0.308,0.19,27.125,0.926,0.82,30.76,32.245,0.429,0.372,0.754,0.3,0.392,1.825,0.465,0.888,1
24.998,0.195,0.143,29.399,0.198,0.477,15.076,23.206,0.174,0.321,0.748,0.328,-0.92,1.216,-0.07,0.854,1
32.366,0.199,0.179,36.18,0.662,0.639,22.314,32.415,0.161,0.251,1.007,0.345,0.37,0.052,1.045,-1.091,1
25.251,0.154,0.128,19.604,1.19,1.292,34.876,42.96,0.399,0.209,1.133,0.507,-0.886,4.593,1.028,0.688,1
29.219,0.172,0.133,29.174,0.269,0.914,11.203,56.166,0.305,0.171,0.519,0.366,-1.218,0.519,1.495,0.612,1
24.601,0.179,0.115,30.189,0.021,0.957,18.236,23.727,0.274,0.191,0.206,0.42,-0.617,1.583,0.556,-0.23,1
32.848,0.231,0.18,49.131,0.331,0.491,30.86,6.978,0.305,0.229,0.867,0.487,0.063,2.752,-1.033,-0.038,1
26.578,0.212,0.153,17.534,1.015,-0.225,9.273,31.186,0.27,0.288,0.045,0.312,-1.006,-0.095,0.703,0.33,1
45.606,0.307,0.1,41.511,1.428,0.925,10.479,17.062,0.376,0.375,0.971,0.406,-0.486,-0.436,0.156,-0.128,1
37.188,0.258,0.212,38.638,1.038,0.366,25.66,19.786,0.358,0.339,0.907,0.391,-0.183,2.342,0.207,0.126,1
29.62,0.212,0.134,16.558,0.382,1.047,31.764,28.649,0.257,0.368,-0.403,0.347,-0.418,3.741,-0.069,1.289,1
40.912,0.293,0.205,19.595,1.138,0.488,40.445,30.945,0.4,0.35,0.39,0.279,-1.457,5.351,-0.262,1.668,1
33.076,0.238,0.177,49.443,0.164,0.394,32.94,11.888,0.359,0.271,0.819,0.497,0.975,0.022,-1.044,0.521,1
28.954,0.141,0.121,36.094,1.218,0.233,13.097,47.459,0.227,0.159,1.069,0.33,-0.319,-0.08,1.474,-0.385,1
32.025,0.196,0.155,29.445,1.142,0.716,3.849,42.49,0.238,0.231,0.597,0.356,-0.98,-1.988,1.113,0.426,1
45.812,0.293,0.082,41.568,1.001,0.729,18.752,46.313,0.431,0.208,0.744,0.447,-0.213,1.027,1.484,-0.765,1
44.613,0.319,0.242,37.889,1.053,1.32,18.718,17.279,0.406,0.356,0.604,0.435,-0.301,1.214,0.062,0.096,1
39.846,0.227,0.184,48.092,0.813,1.463,17.119,37.919,0.26,0.214,0.965,0.465,-0.013,0.132,0.864,0.602,1
46.459,0.277,0.1445,44.837,1.437,0.608,34.383,10.929,0.336,0.233,0.838,0.459,0.962,0.45,-0.022,-1.068,1
27.847,0.131,0.11,28.436,1.004,1.005,16.459,39.568,0.153,0.203,0.141,0.412,-0.625,1.23,0.935,0.59,1
24.081,0.18,0.143,24.265,0.146,0.377,14.357,31.903,0.216,0.22,0.45,0.325,-0.637,0.783,0.805,0.129,1
41.338,0.318,0.208,51.261,0.545,0.562,21.927,37.275,0.411,0.339,0.666,0.525,-0.434,2.059,0.913,0.424,1
30.541,0.23,0.167,35.21,0.491,0.451,13.779,34.572,0.254,0.228,0.352,0.447,-0.957,0.951,0.133,1.547,1
38.737,0.302,0.201,33.776,0.229,0.305,38.502,34.786,0.386,0.335,0.493,0.414,-0.393,4.712,0.958,0.011,1
19.774,0.128,0.1095,17.95,1.814,1.432,24.633,28.512,0.455,0.162,1.757,0.476,-0.055,1.882,0.198,0.975,1
29.373,0.178,0.167,39.903,1.134,0.122,8.808,22.476,0.199,0.253,1.011,0.383,-0.129,-2.323,0.303,0.252,1
34.576,0.237,0.145,48.139,0.123,0.143,20.04,23.553,0.388,0.152,1.504,0.344,-0.149,1.176,1.856,0.354,1
41.628,0.306,0.191,38.6,1.246,0.946,5.728,42.408,0.428,0.275,0.985,0.375,-1.238,-0.979,1.174,0.226,1
31.602,0.224,0.15,42.596,-0.217,0.506,40.878,17.027,0.297,0.233,1.233,0.358,0.588,3.026,0.227,-0.335,1
23.708,0.184,0.138,35.331,0.127,0.132,24.827,6.175,0.224,0.242,0.782,0.383,-0.925,3.015,-0.996,-0.184,1
43.158,0.21,0.179,22.128500000000003,0.873,0.888,26.661,48.576,0.197,0.328,0.435,0.436,-1.083,3.396,1.237,0.654,1
30.308,0.226,0.155,22.105,0.651,0.824,29.09,15.468,0.295,0.274,0.364,0.316,1.157,-2.607,0.286,-1.122,1
30.114,0.216,0.185,44.149,0.715,0.3,8.966,12.99,0.271,0.241,1.232,0.374,-0.711,-0.499,-0.215,-0.02,1
32.269,0.207,0.144,39.318,0.789,0.603,18.578,42.713,0.278,0.227,1.245,0.319,-0.048,0.586,0.44,1.803,1
38.438,0.232,0.207,38.248,1.215,0.497,19.765,41.451,0.19,0.309,0.887,0.392,-0.561,1.813,0.961,0.709,1
34.529,0.146,0.115,29.093,1.475,0.811,25.254,58.321,0.293,0.265,0.671,0.339,-0.86,3.052,1.616,0.457,1
29.931,0.15,0.119,24.975,0.81,0.546,18.742,11.413,0.204,0.255,0.791,0.26,0.034,0.403,1.828,0.438,1
22.706,0.305,0.095,18.917,1.714,0.942,24.519,56.559,0.453,0.185,0.1495,0.427,-0.615,2.738,1.492,0.652,1
47.429,0.268,0.229,27.854,1.593,1.487,6.657,57.116,0.313,0.302,0.43,0.367,-1.162,-0.729,1.41,0.928,1
31.03,0.196,0.181,13.506,1.172,0.505,12.115,42.267,0.206,0.218,-0.099,0.28,-0.638,0.256,1.269,-0.172,1
44.494,0.295,0.1195,49.763,1.593,0.024,11.188,17.431,0.252,0.171,1.014,0.47,-0.791,0.208,-0.077,0.322,1
26.79,0.164,0.109,30.231,0.443,-0.032,18.31,59.705,0.284,0.2,0.577,0.368,-0.206,0.923,1.648,0.488,1
24.14,0.179,0.139,32.206,0.104,0.346,16.075,24.713,0.256,0.216,0.984,0.307,-0.575,1.078,0.754,-1.266,1
39.303,0.301,0.205,36.142,0.339,0.822,41.221,8.909,0.381,0.291,0.557,0.426,0.12,4.318,-0.564,-0.145,1
40.456,0.245,0.232,41.516,1.286,1.134,14.049,15.818,0.274,0.275,0.148,0.513,-0.283,0.092,-0.072,0.131,1
28.602,0.209,0.14,35.396,0.549,0.326,24.616,25.099,0.33,0.26,0.826,0.376,0.331,0.75,0.294,0.539,1
28.36,0.206,0.149,38.195,0.533,0.813,14.139,14.781,0.268,0.299,0.987,0.371,-0.521,0.57,-0.127,0.084,1
37.543,0.307,0.218,45.077,0.617,0.379,24.982,7.125,0.39,0.285,1.256,0.377,-0.144,2.121,-0.878,-0.117,1
44.947,0.312,0.121,54.453,0.916,0.885,7.067,24.482,0.403,0.299,1.028,0.502,-0.854,-0.877,0.272,0.518,1
30.906,0.244,0.142,45.491,0.325,0.881,23.806,9.107,0.379,0.241,1.058,0.424,0.248,0.865,-0.309,-0.546,1
39.087,0.285,0.2,36.017,0.528,1.318,17.872,32.961,0.381,0.342,0.836,0.38,-1.273,1.941,0.456,0.961,1
45.008,0.293,0.196,50.025,0.497,-0.238,43.912,59.163,0.258,0.209,0.129,0.344,-1.25,2.871,1.372,1.199,1
35.157,0.256,0.178,37.272,0.861,0.892,13.75,29.901,0.347,0.322,0.569,0.435,-0.443,0.35,0.702,0.184,1
27.196,0.18,0.136,38.181,0.947,0.187,7.724,27.32,0.182,0.292,0.96,0.376,-0.695,-0.896,0.659,-0.02,1
25.251,0.154,0.128,19.604,1.18,0.511,33.614,33.666,0.208,0.376,1.051,0.549,-0.857,4.407,0.646,0.687,1
40.716,0.271,0.215,42.786,1.184,0.906,24.793,17.197,0.231,0.106,0.695,0.464,0.075,1.604,0.319,-0.672,1
26.256,0.175,0.14,34.964,0.41,0.132,28.381,19.028,0.277,0.15,0.69,0.396,0.435,1.206,-0.388,0.791,1
42.015,0.268,0.248,46.989,1.344,0.515,25.743,6.742,0.306,0.289,1.121,0.425,-0.111,2.203,-1.877,0.145,1
38.563,0.192,0.18,22.785,0.625,1.765,20.82,58.533,0.31,0.196,0.414,0.315,-0.327,1.685,1.345,1.218,1
27.59,0.221,0.135,17.192,0.191,0.987,24.152,27.0,0.272,0.316,-0.044,0.319,-0.841,2.858,0.482,0.379,1
35.841,0.236,0.179,48.552,0.237,1.215,27.762,15.619,0.35,0.228,0.969,0.468,0.128,2.036,-0.26,0.351,1
27.826,0.173,0.143,24.266,1.069,0.5595000000000001,12.87,32.983999999999995,0.219,0.382,1.498,0.491,-1.193,0.881,0.921,0.774,1
22.182,0.173,0.103,32.42,-0.656,0.375,24.031,30.402,0.249,0.203,1.005,0.303,-0.328,2.292,0.22,1.104,1
46.937,0.157,0.244,18.79,1.022,0.618,39.778,29.614,0.259,0.275,0.093,0.32,-0.061,4.442,0.151,1.13,1
22.6685,0.136,0.133,27.977,1.721,1.747,21.355,58.227,0.178,0.408,0.5505,0.536,0.1425,2.673,1.801,-0.221,1
25.803,0.203,0.149,16.85,0.232,0.323,27.196,26.348,0.288,0.24,0.279,0.262,-1.263,3.55,-0.066,1.108,1
46.005,0.303,0.247,51.558,1.696,0.534,15.9,19.38,0.325,0.368,0.915,0.498,-0.437,0.838,0.35,-0.297,1
43.951,0.1755,0.2,32.73,1.294,0.692,34.336,22.108,0.352,0.2745,0.171,0.447,-1.234,4.648,-0.325,1.001,1
32.964,0.183,0.175,20.534,0.961,1.057,7.264,48.942,0.216,0.214,0.168,0.329,-0.566,-1.321,1.55,-0.581,1
34.303,0.238,0.171,27.965,0.671,0.634,30.917,35.183,0.332,0.22,0.42,0.37,-0.14,3.141,0.786,0.528,1
16.785,0.117,0.1075,20.765,1.143,1.522,20.601,56.893,0.398,0.401,1.297,0.513,-0.593,2.011,1.309,1.179,1
34.787,0.241,0.17,35.98,0.287,1.007,32.889,24.595,0.329,0.242,0.559,0.424,-0.923,4.336,0.347,0.394,1
29.095,0.198,0.182,27.736,0.865,0.059,17.13,25.795,0.172,0.287,0.243,0.393,-0.388,1.019,0.4,0.416,1
23.66,0.151,0.148,24.459,1.493,1.334,9.518,24.654,0.198,0.229,1.56,0.479,-0.307,-1.198,0.151,0.717,1
10.2445,0.3,0.0765,35.54,-0.355,-0.46,18.112,47.029,0.397,0.21,0.509,0.428,-0.595,1.537,1.244,0.489,1
44.379,0.245,0.194,46.679,0.711,1.579,18.589,59.857,0.383,0.329,1.421,0.353,-0.55,1.573,1.674,0.432,1
15.036,0.116,0.108,31.763,1.788,0.661,7.876,41.152,0.435,0.154,0.215,0.433,-0.815,-0.669,0.851,0.915,1
34.203,0.204,0.2,20.063,0.959,0.534,12.294,54.654,0.197,0.26,0.236,0.313,-0.269,-0.422,1.616,0.045,1
36.995,0.21,0.19,30.793,0.66,0.544,16.803,26.163,0.244,0.263,0.619,0.367,-0.825,1.505,1.989,0.743,1
27.826,0.319,0.143,47.549,1.671,1.789,6.022,54.777,0.376,0.3,0.836,0.481,-1.758,-0.726,1.537,0.352,1
37.575,0.285,0.223,42.329,0.874,0.564,17.997,13.983,0.305,0.364,0.996,0.409,-0.412,1.254,0.045,-0.381,1
26.927,0.169,0.124,38.835,0.608,0.853,25.932,4.737,0.209,0.227,0.748,0.422,-0.165,2.351,-1.052,-0.408,1
44.753,0.324,0.1445,45.733,1.038,0.304,10.263,22.092,0.425,0.233,0.624,0.495,-0.715,-0.126,0.549,-0.536,1
22.6685,0.136,0.133,27.977,1.594,0.2,21.664,16.71,0.407,0.381,1.507,0.506,-0.251,1.709,0.223,-0.384,1
26.017,0.171,0.137,43.575,0.129,0.378,27.074,12.341,0.271,0.149,1.051,0.409,0.577,0.357,-0.329,0.049,1
29.608,0.178,0.174,32.238,0.162,1.287,19.95,15.57,0.189,0.213,0.063,0.453,-0.537,1.821,0.026,-0.068,1
28.417,0.161,0.141,32.583,0.378,-0.407,34.567,42.611,0.234,0.179,0.326,0.427,1.474,-2.51,1.317,-0.352,1
33.422,0.245,0.206,27.824,1.027,0.063,11.306,33.262,0.311,0.257,0.62,0.335,-0.898,0.342,1.021,-0.544,1
34.501,0.26,0.183,36.863,1.035,0.449,17.173,23.593,0.394,0.162,0.967,0.361,0.166,-0.49,0.555,-0.252,1
35.114,0.227,0.146,21.414,0.493,1.247,32.028,44.924,0.329,0.366,0.404,0.3,-1.373,4.354,0.631,1.647,1
46.059,0.276,0.197,39.908,1.38,1.168,25.359,51.455,0.402,0.323,1.099,0.363,0.123,1.589,1.534,-0.029,1
36.016,0.244,0.191,46.163,0.932,0.324,31.081,11.581,0.335,0.294,0.861,0.466,0.34,2.049,-0.359,-0.013,1
48.477,0.1215,0.118,17.73,0.89,0.114,19.918,16.019,0.146,0.299,1.611,0.517,-0.36,1.566,0.235,-0.585,1
33.989,0.214,0.199,38.547,0.989,0.2,31.683,8.83,0.313,0.222,0.528,0.452,0.82,0.439,-1.642,0.354,1
28.662,0.216,0.184,45.356,0.528,-0.193,19.534,4.097,0.239,0.273,1.173,0.399,-0.111,0.96,-0.869,-0.792,1
30.156,0.152,0.15,38.796,0.869,0.29,5.589,53.326,0.21,0.168,0.817,0.41,-1.0,-1.229,1.555,0.136,1
39.824,0.228,0.206,37.853,0.579,1.184,26.685,45.69,0.254,0.307,0.734,0.415,-0.145,2.458,1.215,0.448,1
29.492,0.182,0.184,28.981,0.805,0.097,12.888,37.484,0.344,0.126,0.537,0.361,-0.918,0.729,1.151,-0.417,1
29.375,0.17,0.11,22.476,0.038,0.86,28.4775,27.053,0.303,0.147,0.221,0.343,1.264,2.257,0.389,0.557,1
26.072,0.221,0.146,17.215,-0.223,0.623,29.606,21.99,0.289,0.33,0.094,0.301,-0.244,3.103,-0.006,0.675,1
37.929,0.288,0.191,47.007,1.005,0.089,20.449,30.867,0.399,0.389,0.892,0.468,-0.843,2.203,0.686,0.333,1
28.536,0.1755,0.23,38.966,1.559,1.199,32.009,35.606,0.235,0.2745,0.806,0.413,-0.611,3.982,0.503,1.106,1
24.525,0.168,0.244,34.62,0.809,1.087,26.088,62.066,0.227,0.395,1.061,0.315,0.007,2.017,1.734,0.491,1
24.283,0.175,0.118,25.982,-0.251,0.514,36.199,16.197,0.223,0.265,0.463,0.342,0.464,2.603,-0.503,0.631,1
26.304,0.202,0.132,39.625,0.255,0.591,15.178,20.146,0.286,0.296,0.955,0.391,-1.271,1.413,0.263,0.06,1
18.201,0.33,0.088,21.2115,0.951,1.249,31.057,24.449,0.398,0.327,0.323,0.46,-0.821,3.997,0.513,0.008,1
28.942,0.176,0.158,28.654,1.066,0.486,10.924,30.468,0.202,0.214,0.485,0.367,-0.55,-0.189,0.372,0.887,1
37.964,0.238,0.141,15.527,0.944,1.427,34.134,46.47,0.361,0.2915,0.437,0.188,-1.479,4.665,0.424,1.81,1
24.629,0.203,0.139,28.423,0.345,0.369,20.359,11.656,0.233,0.297,0.141,0.412,-0.663,2.04,-0.845,0.411,1
42.497,0.313,0.1315,50.184,0.85,0.765,20.222,8.004,0.399,0.283,1.209,0.435,-0.46,1.766,-0.687,-0.156,1
40.152,0.285,0.225,46.448,0.714,0.765,11.525,37.293,0.442,0.244,1.106,0.424,-0.898,0.399,1.192,-0.775,1
26.771,0.21,0.177,30.449,0.297,-0.112,10.696,29.435,0.281,0.163,0.375,0.401,-0.707,-0.02,0.723,0.072,1
28.364,0.174,0.165,42.565,-0.142,1.122,19.702,12.504,0.202,0.161,0.815,0.444,0.065,0.534,-0.844,0.492,1
29.972,0.186,0.191,20.11,1.139,0.354,18.144,23.637,0.17,0.219,-0.138,0.361,-0.017,0.403,0.282,0.419,1
31.203,0.248,0.2,30.594,1.076,-0.383,20.94,3.506,0.31,0.315,0.579,0.371,-0.092,1.231,-1.938,-0.331,1
38.552,0.226,0.176,49.748,0.822,0.276,29.475,50.076,0.31,0.215,1.44,0.377,0.095,2.439,1.031,1.264,1
45.561,0.0995,0.225,15.073,0.812,0.904,44.022,36.8,0.409,0.187,-0.397,0.331,-1.16,4.036,-0.013,1.928,1
26.901,0.19,0.179,26.471,0.973,-0.283,19.604,8.364,0.192,0.257,0.203,0.385,0.03,0.612,-0.755,-0.034,1
32.355,0.228,0.153,39.352,0.566,0.339,20.184,44.215,0.259,0.336,0.938,0.392,-0.023,0.88,1.426,-0.907,1
31.948,0.191,0.157,29.5775,0.959,0.631,23.693,34.584,0.2855,0.292,1.41,0.48,-0.568,2.557,0.563,0.92,1
30.762,0.231,0.15,18.903,0.129,0.48,41.058,29.669,0.305,0.365,0.114,0.318,-1.331,5.398,0.309,0.916,1
41.378,0.281,0.216,36.665,1.127,0.863,24.93,30.575,0.357,0.283,0.748,0.402,-0.658,2.845,0.586,0.524,1
43.648,0.314,0.191,48.095,1.084,0.489,39.31,21.722,0.426,0.334,1.079,0.444,0.2,3.839,0.408,-0.093,1
40.336,0.273,0.138,41.587,1.207,-0.201,16.712,18.021,0.282,0.239,0.865,0.426,-0.456,1.036,0.068,0.171,1
22.9365,0.142,0.131,25.95,1.631,0.975,9.643,37.607,0.375,0.352,1.507,0.534,-0.743,-0.252,2.14,0.717,1
35.225,0.243,0.188,50.739,0.845,0.244,23.676,19.328,0.277,0.278,1.157,0.451,-0.446,2.401,-0.184,0.633,1
47.585,0.297,0.222,55.674,1.719,0.883,21.733,25.25,0.341,0.386,1.335,0.457,-0.592,2.212,-0.048,1.003,1
42.707,0.27,0.227,53.481,1.361,0.898,15.692,18.106,0.345,0.281,1.215,0.462,-0.043,-0.154,-0.154,0.483,1
