IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv,Cluster
6.417,0.04,0.038,6.561,-1.2,-0.614,24.691,20.77,0.049,0.054,-0.677,0.238,0.827,-1.764,0.387,-0.174,0
6.956,0.05,0.07,0.509,-0.877,-0.061,1.496,25.487,0.021,0.078,-1.871,0.122,-1.121,-3.628,0.627,-0.186,0
7.01,0.045,0.029,0.42,-0.727,0.27,19.393,24.22,0.041,0.109,-1.676,0.1,-0.496,1.66,0.132,0.698,0
15.359,0.095,0.075,8.528,0.113,0.295,20.092,34.329,0.052,0.117,-0.968,0.287,0.24,0.008,1.127,-1.289,0
3.435,0.017,0.031,2.961,-2.12,-1.19,27.194,2.566,0.016,0.052,-1.008,0.187,1.105,-3.776,-1.778,-0.559,0
8.573,0.076,0.074,19.66,-0.378,-0.797,6.261,3.491,0.111,0.076,0.17,0.319,-0.206,-4.299,-0.895,-0.985,0
6.008,0.045,0.062,2.099,0.159,-0.997,12.393,6.324,0.036,0.068,-1.124,0.168,0.22,-3.034,-0.731,-0.408,0
2.315,0.033,0.034,1.066,-1.503,-1.231,18.506,5.424,0.04,0.042,-1.371,0.136,0.634,-4.229,-1.125,-0.23,0
4.81,0.061,0.053,5.339,-1.371,-0.222,3.858,9.247,0.078,0.101,-0.497,0.187,-1.136,-1.798,-0.356,-0.409,0
12.718,0.077,0.089,12.012,0.072,-1.233,29.915,6.952,0.059,0.124,-0.036,0.246,1.25,-3.218,-0.589,-0.483,0
4.679,0.021,0.027,0.391,-0.827,0.003,17.553,16.737,0.012,0.039,-1.617,0.089,0.3,-1.016,-0.36,0.558,0
4.75,0.016,0.012,3.431,-2.014,0.023,22.81,12.642,0.006,0.034,-0.566,0.099,0.81,-2.714,-1.246,0.651,0
12.645,0.066,0.047,6.128,-1.765,-0.059,40.879,28.855,0.094,0.081,-0.408,0.192,1.661,-1.148,0.907,-1.107,0
8.638,0.068,0.061,14.72,-0.774,-0.392,8.35,23.696,0.107,0.072,-0.114,0.298,-0.184,-2.229,0.128,0.657,0
6.953,0.065,0.072,10.394,-0.971,-0.292,12.919,3.808,0.075,0.089,-0.485,0.281,-0.387,0.039,-1.022,-0.668,0
5.448,0.032,0.059,7.632,-0.331,-1.22,19.847,2.534,0.033,0.05,-0.44,0.231,0.723,-5.039,-2.022,-0.531,0
11.601,0.096,0.08,13.279,-0.996,0.347,17.4,11.076,0.14,0.092,0.043,0.252,0.317,-1.163,-0.306,-0.162,0
1.965,0.022,0.021,0.652,-1.926,-1.586,21.415,2.727,0.018,0.038,-2.165,0.14,0.696,-2.245,-1.53,-0.6,0
9.175,0.074,0.07,8.033,-0.173,-1.404,11.152,25.081,0.073,0.112,-0.504,0.246,0.118,-2.81,0.602,-0.168,0
7.134,0.072,0.082,11.421,-0.889,-0.724,6.436,4.059,0.092,0.059,-0.109,0.249,-0.576,-1.621,-0.936,-0.703,0
1.835,0.018,0.019,2.038,-1.97,-1.271,20.157,0.395,0.016,0.079,-1.291,0.178,0.627,-2.28,-2.308,-1.402,0
3.302,0.026,0.041,1.406,-2.226,-0.713,23.717,2.762,0.032,0.028,-1.48,0.164,0.889,-3.168,-1.572,-0.571,0
13.734,0.028,0.021,1.217,-1.581,-1.197,46.356,54.494,0.018,0.068,-1.312,0.141,0.488,-2.223,1.799,-1.475,0
6.726,0.041,0.071,2.402,-0.252,-0.804,23.251,3.687,0.062,0.05,-1.145,0.181,0.894,-3.919,-1.046,-0.675,0
3.929,0.035,0.051,3.977,-1.502,-0.54,20.342,2.157,0.033,0.043,-0.847,0.2,0.701,-3.174,-1.739,-0.682,0
8.297,0.074,0.074,11.924,-0.766,-0.408,16.547,6.333,0.076,0.113,-0.433,0.296,0.18,-0.733,-0.771,-0.358,0
10.192,0.043,0.043,6.25,-1.224,0.984,26.263,13.304,0.052,0.044,-0.628,0.228,0.84,-1.219,-0.465,0.311,0
3.792,0.038,0.031,4.423,-1.46,-1.205,25.219,3.042,0.05,0.071,-0.891,0.215,0.955,-2.937,-1.397,-0.573,0
8.53,0.037,0.072,4.93,0.092,0.116,7.424,15.905,0.028,0.044,-1.114,0.237,-0.192,-2.841,-0.173,0.277,0
7.683,0.038,0.034,2.118,-0.475,0.101,26.773,17.691,0.055,0.077,-0.797,0.077,-0.029,2.212,-0.328,0.623,0
10.732,0.092,0.086,8.552,-0.482,-0.299,16.833,14.603,0.094,0.095,-0.53,0.257,0.126,-0.422,-0.06,-0.048,0
13.043,0.069,0.079,1.042,-0.059,0.353,23.376,28.123,0.039,0.089,-1.603,0.151,0.49,-0.211,0.573,0.304,0
5.322,0.059,0.048,3.493,-1.2,-0.666,19.185,12.554,0.08,0.067,-0.972,0.198,0.426,-1.165,0.047,-0.753,0
5.069,0.049,0.064,8.479,-0.39,-1.018,2.436,3.7,0.045,0.07,-0.949,0.286,-0.693,-5.239,-1.474,-0.389,0
11.134,0.069,0.064,19.686,-0.86,-0.588,32.983,5.156,0.088,0.116,0.227,0.31,1.246,-1.352,-1.222,-0.224,0
11.56,0.095,0.073,5.408,-0.54,0.164,23.599,15.381,0.091,0.164,-0.846,0.231,0.187,1.023,-0.106,0.128,0
4.886,0.053,0.052,11.209,-1.266,-0.758,8.825,10.42,0.053,0.066,-0.251,0.267,0.012,-3.996,-0.052,-1.133,0
7.415,0.038,0.032,5.546,-0.82,0.905,10.772,13.199,0.056,0.06,-0.664,0.218,-0.017,-1.96,-0.508,0.34,0
12.354,0.046,0.046,9.908,-1.53,-1.032,43.386,32.983,0.041,0.071,-0.036,0.205,1.927,-2.289,1.04,-0.79,0
12.076,0.091,0.093,15.222,-0.066,-1.139,21.227,7.75,0.082,0.125,-0.093,0.302,0.657,-1.998,-0.417,-0.64,0
6.874,0.062,0.047,2.037,-1.523,-0.219,26.105,12.457,0.1,0.075,-1.484,0.186,0.308,1.168,-0.512,0.261,0
12.11,0.065,0.069,10.032,-0.88,0.081,32.961,17.874,0.062,0.118,-0.499,0.277,0.979,0.003,0.321,-0.506,0
10.322,0.062,0.052,7.111,-1.212,-0.362,38.832,11.798,0.083,0.069,-0.607,0.241,1.161,0.691,-0.957,0.476,0
5.411,0.044,0.039,3.254,-0.689,-0.242,5.818,25.401,0.054,0.076,-0.574,0.078,-1.035,-1.106,0.338,0.49,0
8.726,0.037,0.026,2.483,-1.398,-1.087,42.621,18.302,0.041,0.065,-1.075,0.178,1.961,-3.474,0.467,-1.591,0
10.392,0.059,0.074,4.204,-0.507,-1.361,34.357,15.654,0.073,0.07,-0.676,0.185,1.39,-1.765,0.314,-1.356,0
5.627,0.049,0.056,17.682,-1.113,-0.847,14.208,1.817,0.064,0.058,0.265,0.277,0.318,-2.804,-1.314,-1.086,0
15.88,0.073,0.076,16.915,-0.153,-0.378,33.832,31.334,0.109,0.1,0.358,0.244,1.445,-2.672,1.033,-1.922,0
14.02,0.105,0.07,9.81,-0.104,-0.532,28.531,24.869,0.108,0.17,-0.239,0.242,0.874,-0.677,0.59,-0.163,0
11.221,0.084,0.063,8.379,-0.625,-0.044,23.446,24.4,0.09,0.123,-0.183,0.204,0.568,-0.565,-0.533,1.328,0
7.107,0.053,0.037,3.884,-0.511,-0.337,26.881,11.202,0.031,0.11,-0.817,0.194,0.971,-2.017,-0.185,-0.374,0
3.146,0.05,0.053,3.253,-1.814,-0.981,12.792,4.109,0.045,0.065,-1.016,0.196,0.308,-4.841,-1.356,-0.354,0
3.8,0.038,0.043,6.388,-0.835,-0.403,14.477,2.293,0.049,0.049,-0.731,0.239,0.416,-5.329,-1.059,-1.265,0
9.697,0.086,0.076,6.732,0.015,-1.163,8.434,19.598,0.092,0.117,-0.437,0.213,-0.367,-1.405,0.458,-0.734,0
9.066,0.051,0.05,14.604,-0.68,-0.045,28.685,6.305,0.062,0.08,-0.448,0.33,0.797,-0.229,-0.671,-0.506,0
5.15,0.044,0.04,7.437,-1.027,-0.265,16.748,11.793,0.035,0.062,-0.4,0.222,0.457,-2.618,-0.351,0.004,0
5.224,0.026,0.03,3.503,-0.907,-0.212,10.979,28.825,0.016,0.084,-1.07,0.206,-1.363,0.521,0.772,-0.182,0
10.962,0.036,0.04,2.657,-1.523,-0.31,42.602,29.868,0.032,0.054,-1.019,0.178,1.893,-2.272,0.965,-1.39,0
7.088,0.015,0.015,2.135,-1.228,-0.431,37.89,11.523,0.055,0.036,-0.834,0.103,0.73,2.062,-0.389,0.015,0
10.277,0.059,0.044,2.296,0.449,-0.338,22.621,22.334,0.036,0.22,-0.798,0.104,0.293,0.437,0.326,0.184,0
9.844,0.062,0.048,15.441,-1.469,-0.899,37.525,7.27,0.102,0.043,0.158,0.265,1.584,-1.886,-0.271,-1.74,0
4.409,0.048,0.054,4.104,-0.586,-0.7,7.672,9.728,0.078,0.05,-0.63,0.173,-0.465,-1.418,-0.755,0.141,0
6.748,0.044,0.037,5.991,0.281,-0.264,4.856,13.806,0.057,0.085,-0.759,0.235,-0.355,-4.397,-0.023,-0.252,0
11.123,0.047,0.045,6.95,-1.323,-1.664,31.788,48.254,0.055,0.064,-0.439,0.218,1.33,-2.744,1.592,-1.655,0
2.092,0.032,0.028,2.689,-1.556,-0.96,17.296,2.319,0.034,0.037,-1.242,0.195,0.488,-2.591,-1.079,-1.197,0
5.373,0.048,0.036,10.732,-1.047,-0.348,17.216,9.883,0.091,0.087,-0.07,0.23,-0.331,0.941,-0.814,0.196,0
4.618,0.027,0.031,6.995,-2.309,-1.105,29.767,2.459,0.033,0.036,-0.477,0.224,1.257,-3.586,-1.475,-0.697,0
7.948,0.058,0.06,2.798,-1.463,0.292,14.321,24.995,0.06,0.051,-1.468,0.207,-0.605,0.731,-0.15,1.083,0
6.426,0.053,0.043,8.938,-0.898,-0.736,26.658,5.413,0.088,0.07,-0.093,0.195,0.931,-1.746,-0.518,-1.246,0
9.422,0.091,0.083,6.055,-0.415,-0.289,15.844,6.806,0.127,0.101,-0.82,0.241,0.111,-0.646,-0.483,-0.74,0
7.204,0.055,0.054,14.652,-1.048,-0.479,22.195,6.65,0.092,0.06,-0.738,0.348,0.485,-0.527,-0.812,-0.253,0
9.929,0.062,0.079,9.87,-0.075,-0.612,21.813,9.476,0.055,0.08,-0.5,0.275,0.578,-1.158,-0.363,-0.352,0
8.411,0.089,0.061,9.55,-0.518,-0.247,16.706,6.03,0.182,0.086,-0.176,0.228,0.189,-0.723,-0.692,-0.537,0
17.021,0.068,0.062,15.548,-0.34,-1.104,43.633,40.17,0.09,0.084,-0.028,0.297,1.85,-1.456,1.341,-1.945,0
5.893,0.048,0.053,3.608,-1.005,-0.279,21.673,10.041,0.066,0.048,-0.81,0.185,0.466,-0.58,-0.402,-0.183,0
7.062,0.049,0.06,5.717,0.122,-1.185,11.405,15.192,0.032,0.092,-0.707,0.225,0.009,-1.806,-0.188,0.215,0
7.082,0.052,0.064,2.058,-0.829,-1.207,31.033,4.415,0.06,0.086,-0.907,0.125,1.273,-2.577,-0.824,-0.767,0
9.281,0.068,0.048,2.822,-1.006,-1.898,35.349,21.274,0.067,0.097,-0.899,0.169,1.458,-1.919,0.578,-1.009,0
5.413,0.069,0.062,5.519,-1.168,-0.839,15.429,4.354,0.079,0.098,-0.985,0.241,0.196,-1.188,-0.922,-0.637,0
9.621,0.077,0.053,10.788,-1.152,0.23,21.547,16.289,0.121,0.088,-0.186,0.251,-0.302,1.78,-0.817,0.825,0
9.851,0.105,0.089,8.656,-0.449,-0.459,9.118,7.529,0.134,0.12,-0.405,0.245,-0.539,-0.732,-0.456,-0.599,0
9.613,0.071,0.069,3.801,-0.142,0.109,3.874,23.75,0.082,0.102,-1.429,0.227,-0.71,-2.629,0.24,0.499,0
16.181,0.066,0.075,8.845,-0.887,-1.088,36.815,53.444,0.088,0.074,-0.575,0.266,1.676,-4.524,1.769,-1.928,0
13.126,0.082,0.086,9.166,0.452,0.158,9.523,15.886,0.104,0.099,-1.133,0.301,0.076,-4.284,0.132,-0.264,0
1.431,0.022,0.035,1.242,-1.133,-1.198,10.586,4.547,0.024,0.035,-1.574,0.16,0.087,-2.937,-1.224,-0.337,0
2.22,0.031,0.034,1.567,-1.93,-0.368,9.552,7.921,0.029,0.056,-1.052,0.123,-0.182,-1.651,-0.769,-0.089,0
8.358,0.083,0.062,16.729,-1.271,-0.637,19.494,6.729,0.129,0.096,-0.279,0.339,-0.366,1.498,-0.707,-0.359,0
8.891,0.058,0.07,13.919,-0.758,0.091,12.85,14.366,0.086,0.061,-0.31,0.31,-0.92,0.723,-0.588,0.517,0
7.737,0.062,0.061,4.905,0.027,-0.758,21.878,1.974,0.093,0.062,-0.668,0.203,0.829,-4.476,-1.1845,-0.642,0
10.085,0.077,0.091,11.453,0.17,-0.74,9.568,2.655,0.104,0.1,-0.711,0.311,-0.031,-2.588,-1.784,-0.537,0
4.744,0.065,0.049,11.672,-1.877,-0.704,8.974,5.783,0.093,0.072,-0.063,0.245,-0.038,-3.028,-1.351,-0.072,0
13.601,0.054,0.07,12.388,-0.63,0.109,41.033,11.47,0.053,0.086,-0.574,0.314,1.598,-0.669,-0.654,0.263,0
4.094,0.046,0.035,5.604,-1.63,-1.423,21.751,9.339,0.088,0.035,-0.279,0.114,0.749,-2.661,-1.145,0.296,0
1.836,0.019,0.044,0.316,-1.288,-2.202,14.849,4.7,0.01,0.029,-1.816,0.097,0.44,-5.963,-1.583,-0.178,0
6.092,0.034,0.065,9.191,-0.424,-0.793,12.373,12.866,0.028,0.042,-0.449,0.259,0.225,-3.142,-0.177,-0.099,0
5.21,0.058,0.049,4.193,-0.554,-0.4,9.639,10.575,0.086,0.074,-0.949,0.214,-0.557,-0.546,-1.171,0.436,0
4.544,0.017,0.018,0.221,-1.848,-0.463,24.581,18.181,0.012,0.032,-1.64,0.052,0.775,-1.432,0.382,-0.726,0
8.982,0.08,0.064,7.034,-0.182,-0.631,24.093,2.239,0.146,0.085,-0.571,0.236,0.774,-1.623,-1.298,-0.9,0
9.36,0.064,0.071,9.913,0.333,-0.499,7.166,10.574,0.048,0.12,-0.235,0.243,-0.632,-1.205,-0.254,-0.346,0
8.749,0.091,0.068,8.825,-0.789,-0.548,20.706,7.211,0.068,0.156,-0.827,0.284,0.077,0.729,-0.592,-0.419,0
9.056,0.09,0.074,17.635,-0.714,-0.786,13.613,5.48,0.117,0.121,0.242,0.281,0.326,-3.619,-0.457,-1.82,0
2.34,0.04,0.038,1.372,-1.876,-0.476,8.564,7.696,0.033,0.065,-1.402,0.158,-0.28,-1.673,-0.752,-0.136,0
11.933,0.09,0.082,8.353,-0.381,0.002,12.998,27.065,0.118,0.096,-0.292,0.224,-0.135,-0.617,0.661,-0.061,0
6.161,0.056,0.05,14.147,-0.629,-0.828,15.214,7.197,0.067,0.106,0.265,0.217,0.268,-1.736,-0.409,-0.834,0
7.091,0.064,0.065,6.888,-0.116,-1.607,14.696,8.808,0.047,0.12,-0.363,0.203,0.364,-3.011,-0.419,-0.38,0
6.113,0.054,0.041,16.412,-0.936,-0.405,17.047,5.086,0.085,0.108,0.354,0.236,0.094,-0.233,-0.822,-0.573,0
12.933,0.08,0.1,5.6,0.271,-0.397,24.024,8.697,0.045,0.158,-0.997,0.243,0.811,-1.966,-0.557,-0.188,0
3.393,0.039,0.046,3.257,-1.194,-1.606,8.04,17.962,0.054,0.054,-0.732,0.159,-0.204,-2.303,0.341,-0.56,0
9.062,0.089,0.069,7.758,-0.358,-1.121,18.517,13.378,0.109,0.121,-0.562,0.247,0.588,-3.022,-0.004,-0.376,0
13.623,0.063,0.078,10.426,0.025,0.809,18.628,15.617,0.06,0.076,-0.092,0.229,0.346,-0.9,0.092,-0.204,0
7.259,0.034,0.065,2.558,-0.329,-0.936,23.725,16.494,0.018,0.063,-0.956,0.167,0.924,-4.232,-0.096,0.245,0
9.752,0.05,0.057,14.178,-0.547,-0.245,18.985,28.82,0.054,0.082,-0.047,0.282,0.419,-1.197,0.606,0.299,0
6.267,0.064,0.068,4.822,-0.644,-0.795,14.899,8.778,0.058,0.091,-0.621,0.194,0.32,-2.306,-0.523,-0.217,0
6.667,0.052,0.068,3.459,-1.956,-0.758,28.252,4.773,0.027,0.094,-0.949,0.196,1.182,-4.005,-0.543,-1.824,0
9.652,0.061,0.064,6.39,0.432,-0.559,16.142,12.273,0.063,0.112,-0.759,0.242,0.317,-1.66,-0.464,0.193,0
10.274,0.071,0.101,15.813,-0.188,-0.578,7.954,5.499,0.137,0.069,-0.149,0.316,-0.095,-3.43,-1.065,-0.253,0
10.291,0.06,0.064,2.857,-0.096,-0.488,25.696,24.556,0.036,0.105,-1.748,0.213,0.251,1.268,0.215,0.613,0
14.299,0.089,0.097,16.404,0.02,-1.175,30.46,6.679,0.116,0.119,-0.189,0.327,1.24,-2.548,-0.515,-0.698,0
6.777,0.051,0.043,6.524,-0.154,0.056,16.074,7.286,0.055,0.15,-0.564,0.226,0.059,-0.381,-1.825,0.204,0
7.597,0.028,0.035,3.462,-1.511,-0.996,38.803,15.138,0.027,0.047,-0.756,0.172,1.69,-2.361,0.303,-1.717,0
8.809,0.055,0.091,8.883,0.116,-1.066,15.262,1.256,0.096,0.06,-0.555,0.265,0.409,-3.193,-1.688,-1.061,0
1.464,0.01,0.022,0.354,-1.986,-1.213,17.988,3.194,0.011,0.016,-1.928,0.106,0.604,-4.229,-1.424,-0.524,0
4.193,0.013,0.016,0.051,-1.715,-0.843,20.982,24.655,0.025,0.017,-2.052,0.048,-0.229,1.542,-0.043,0.942,0
9.56,0.033,0.031,4.095,-1.219,-1.115,44.658,18.944,0.045,0.046,-0.687,0.183,2.012,-2.521,0.485,-1.27,0
11.428,0.054,0.068,5.481,-0.428,-0.038,35.063,13.974,0.063,0.05,-1.055,0.244,1.314,-1.034,-0.051,-0.164,0
2.605,0.05,0.038,3.797,-1.543,-0.679,10.384,2.69,0.051,0.069,-0.688,0.173,-0.023,-2.124,-1.143,-0.906,0
17.476,0.054,0.048,19.277,-1.307,-0.289,16.095,39.686,0.049,0.095,0.366,0.28,2.04,-0.564,1.313,-1.324,0
3.393,0.026,0.036,4.423,-1.139,-1.185,23.36,2.092,0.025,0.036,-0.737,0.199,0.922,-4.1335,-1.709,-0.712,0
0.919,0.015,0.03,0.684,-1.227,-1.17,10.151,5.298,0.006,0.021,-1.71,0.132,-0.09,-1.849,-1.062,-0.291,0
12.997,0.061,0.064,5.317,-0.032,-0.26,41.16,9.23,0.055,0.097,-0.869,0.23,1.903,-3.938,-0.197,-0.872,0
9.508,0.073,0.068,7.577,-1.05,-0.574,26.877,16.26,0.075,0.108,-0.285,0.205,0.906,-1.448,0.22,-0.475,0
7.636,0.072,0.064,9.602,-0.225,-0.439,8.499,8.703,0.077,0.13,-0.293,0.246,-0.426,-1.209,-0.266,-0.794,0
5.697,0.03,0.035,6.106,-1.476,-0.666,30.119,8.763,0.042,0.038,-0.254,0.142,1.24,-2.822,-0.726,-0.007,0
6.033,0.052,0.055,18.806,-1.25,-1.061,14.784,6.761,0.052,0.091,0.301,0.286,0.303,-2.207,-0.79,-0.255,0
5.33,0.044,0.059,1.309,-0.343,-0.254,16.456,2.081,0.042,0.048,-1.408,0.155,0.536,-6.039,-1.393,-0.881,0
4.222,0.049,0.06,1.633,-1.775,-0.979,20.269,4.141,0.045,0.043,-1.786,0.181,0.446,-0.907,-1.273,-0.387,0
11.234,0.065,0.079,6.279,0.221,-0.13,24.859,5.178,0.054,0.106,-0.694,0.234,0.947,-3.126,-1.436,-0.137,0
5.01,0.044,0.043,5.512,-2.082,-0.016,21.122,5.069,0.041,0.061,-0.801,0.229,0.617,-1.711,-0.68,-0.853,0
10.9,0.066,0.057,5.85,-0.747,-1.231,33.629,29.192,0.073,0.08,-0.62,0.219,1.295,-1.437,0.946,-1.634,0
5.16,0.04,0.043,3.831,-0.839,-1.4,24.669,11.731,0.051,0.058,-0.631,0.162,0.859,-2.061,-0.455,0.122,0
5.959,0.035,0.074,8.556,-0.171,-1.373,12.662,3.239,0.03,0.046,-1.003,0.289,0.269,-3.691,-2.214,-0.359,0
7.373,0.049,0.046,6.999,-0.852,0.51,15.368,13.148,0.069,0.064,-0.841,0.258,-0.823,1.2,-1.105,0.657,0
10.27,0.044,0.085,6.305,0.097,-0.383,25.218,7.923,0.044,0.051,-0.75,0.239,0.91,-2.274,-0.768,-0.09,0
8.347,0.057,0.054,4.061,-1.044,-0.382,33.223,8.715,0.039,0.085,-1.222,0.226,0.446,2.11,-0.843,0.074,0
8.723,0.055,0.054,5.299,-1.262,0.77,14.833,16.93,0.109,0.044,-0.87,0.23,0.269,-1.916,-0.395,0.607,0
1.586,0.016,0.031,0.316,-1.467,-1.54,17.946,2.221,0.008,0.023,-2.196,0.107,0.614,-5.149,-1.389,-0.831,0
11.622,0.039,0.035,3.756,-0.888,-0.249,34.098,46.292,0.041,0.046,-0.781,0.186,1.411,-2.105,1.496,-0.944,0
7.222,0.055,0.049,0.366,-1.677,0.295,16.741,24.882,0.061,0.085,-1.852,0.104,-0.255,0.678,0.019,0.896,0
4.324,0.045,0.042,8.789,-0.973,-1.224,19.181,5.223,0.064,0.053,-0.349,0.24,0.659,-3.827,-0.551,-1.203,0
18.261,0.092,0.083,10.168,-0.428,-1.217,44.792,37.316,0.115,0.097,-0.283,0.254,0.248,-2.934,1.177,-0.623,0
10.4,0.084,0.064,4.208,-0.122,-0.68,16.88,29.631,0.057,0.158,-0.639,0.179,0.111,-0.343,0.612,0.373,0
9.858,0.101,0.091,9.314,-0.528,-0.503,11.548,6.864,0.114,0.119,-0.322,0.245,0.069,-2.096,-0.336,-1.4,0
5.376,0.047,0.059,6.894,-0.419,-0.523,14.145,1.085,0.02,0.123,-0.557,0.232,0.283,-2.423,-1.311,-1.885,0
3.646,0.038,0.05,7.004,-0.882,-0.543,8.724,4.48,0.03,0.045,-0.504,0.227,-0.106,-2.549,-0.694,-1.073,0
6.559,0.043,0.032,2.724,-1.724,-1.103,32.206,18.73,0.053,0.063,-1.03,0.181,1.418,-4.205,0.396,-0.637,0
12.125,0.054,0.042,10.44,-0.925,-1.09,42.684,27.73,0.09,0.056,-0.072,0.225,1.865,-2.012,0.87,-1.219,0
3.41,0.032,0.046,0.835,-1.304,-1.536,22.64,6.143,0.031,0.04,-1.624,0.139,0.873,-4.679,-1.052,-0.153,0
3.676,0.039,0.037,0.942,-1.593,-0.448,20.903,7.376,0.036,0.088,-1.635,0.147,0.334,-0.174,-1.001,-0.003,0
4.357,0.032,0.049,2.133,-0.892,-0.269,10.312,15.829,0.037,0.041,-0.843,0.108,0.0,-2.308,-0.777,0.764,0
10.034,0.084,0.063,6.348,-0.759,0.6,11.474,16.604,0.124,0.099,-0.905,0.251,-0.963,0.438,-0.316,0.506,0
6.096,0.045,0.057,8.374,-0.742,-0.804,20.639,9.755,0.05,0.062,-0.709,0.27,0.528,-1.275,-0.251,-0.532,0
4.386,0.036,0.049,4.385,-0.715,-0.209,6.443,11.586,0.013,0.067,-1.114,0.228,-0.177,-4.658,-0.224,-0.218,0
9.723,0.07,0.062,5.584,-0.662,-0.091,31.066,6.133,0.123,0.078,-1.102,0.248,0.729,0.666,-1.056,-0.152,0
14.547,0.082,0.067,14.469,-1.12,0.556,36.572,11.529,0.097,0.102,-0.028,0.283,1.499,-1.665,-0.256,-0.171,0
8.594,0.074,0.071,6.302,-0.121,-1.043,19.117,9.553,0.063,0.112,-0.508,0.214,0.528,-1.91,-0.097,-1.311,0
6.878,0.046,0.051,10.777,-0.598,0.24,8.894,11.936,0.026,0.065,-0.32,0.269,0.027,-4.282,-0.348,0.019,0
